term,score,polarity,freq_misogynistic,freq_non_misogynistic,total_freq,log_ratio
vsf_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
indiferenç,-2.2859,non-misogynistic,0,8,8,-1.0404
fad,-2.2859,non-misogynistic,0,8,8,-1.0404
flux,-2.2859,non-misogynistic,0,8,8,-1.0404
vez_tom,-2.2859,non-misogynistic,0,8,8,-1.0404
merd_ach,-2.2859,non-misogynistic,0,8,8,-1.0404
interromp,-2.2859,non-misogynistic,0,8,8,-1.0404
put_fal,-2.2859,non-misogynistic,0,8,8,-1.0404
car_bot,-2.2859,non-misogynistic,0,8,8,-1.0404
retard_car,-2.2859,non-misogynistic,0,8,8,-1.0404
dei_uma,-2.2859,non-misogynistic,0,8,8,-1.0404
desd_manhã,-2.2859,non-misogynistic,0,8,8,-1.0404
espirr,-2.2859,non-misogynistic,0,8,8,-1.0404
ninguém_gost,-2.2859,non-misogynistic,0,8,8,-1.0404
consegu_entr,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_algum,-2.2859,non-misogynistic,0,8,8,-1.0404
quas_mil,-2.2859,non-misogynistic,0,8,8,-1.0404
qu_fud,-2.2859,non-misogynistic,0,8,8,-1.0404
ano_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
víde_complet,-2.2859,non-misogynistic,0,8,8,-1.0404
amig_kkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
insustent,-2.2859,non-misogynistic,0,8,8,-1.0404
heyoon,-2.2859,non-misogynistic,0,8,8,-1.0404
hot,-2.2859,non-misogynistic,0,8,8,-1.0404
piment,-2.2859,non-misogynistic,0,8,8,-1.0404
pai_faz,-2.2859,non-misogynistic,0,8,8,-1.0404
recei,-2.2859,non-misogynistic,0,8,8,-1.0404
parec_fal,-2.2859,non-misogynistic,0,8,8,-1.0404
ricard_galv,-2.2859,non-misogynistic,0,8,8,-1.0404
merec_tod,-2.2859,non-misogynistic,0,8,8,-1.0404
idiot_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
fei_fot,-2.2859,non-misogynistic,0,8,8,-1.0404
sonh_tav,-2.2859,non-misogynistic,0,8,8,-1.0404
bom_cheg,-2.2859,non-misogynistic,0,8,8,-1.0404
mdss,-2.2859,non-misogynistic,0,8,8,-1.0404
hoj_cham,-2.2859,non-misogynistic,0,8,8,-1.0404
dia_assim,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_tud,-2.2859,non-misogynistic,0,8,8,-1.0404
mud_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
mal_gost,-2.2859,non-misogynistic,0,8,8,-1.0404
strogonoff,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_sum,-2.2859,non-misogynistic,0,8,8,-1.0404
cois_car,-2.2859,non-misogynistic,0,8,8,-1.0404
vai_arrum,-2.2859,non-misogynistic,0,8,8,-1.0404
tal_cois,-2.2859,non-misogynistic,0,8,8,-1.0404
tud_vid,-2.2859,non-misogynistic,0,8,8,-1.0404
pass_ach,-2.2859,non-misogynistic,0,8,8,-1.0404
boa_pergunt,-2.2859,non-misogynistic,0,8,8,-1.0404
sulameric,-2.2859,non-misogynistic,0,8,8,-1.0404
limã,-2.2859,non-misogynistic,0,8,8,-1.0404
mund_acab,-2.2859,non-misogynistic,0,8,8,-1.0404
corinth_palm,-2.2859,non-misogynistic,0,8,8,-1.0404
fodaaa,-2.2859,non-misogynistic,0,8,8,-1.0404
ace,-2.2859,non-misogynistic,0,8,8,-1.0404
cois_aqu,-2.2859,non-misogynistic,0,8,8,-1.0404
pesso_mand,-2.2859,non-misogynistic,0,8,8,-1.0404
met_outr,-2.2859,non-misogynistic,0,8,8,-1.0404
am_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
maris_lob,-2.2859,non-misogynistic,0,8,8,-1.0404
sent_lix,-2.2859,non-misogynistic,0,8,8,-1.0404
caralhoooo,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_sex,-2.2859,non-misogynistic,0,8,8,-1.0404
bieb,-2.2859,non-misogynistic,0,8,8,-1.0404
ter_pens,-2.2859,non-misogynistic,0,8,8,-1.0404
pov_nordestin,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_vc,-2.2859,non-misogynistic,0,8,8,-1.0404
sao_paul,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_fot,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_chor,-2.2859,non-misogynistic,0,8,8,-1.0404
chuv_chat,-2.2859,non-misogynistic,0,8,8,-1.0404
sent_bem,-2.2859,non-misogynistic,0,8,8,-1.0404
man_nao,-2.2859,non-misogynistic,0,8,8,-1.0404
rea,-2.2859,non-misogynistic,0,8,8,-1.0404
aqu_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
mim_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
sint_vontad,-2.2859,non-misogynistic,0,8,8,-1.0404
jog_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
ent_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
mant_amizad,-2.2859,non-misogynistic,0,8,8,-1.0404
app_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_neg,-2.2859,non-misogynistic,0,8,8,-1.0404
mãe_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
comb,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_enaltec,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_consig,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_sab,-2.2859,non-misogynistic,0,8,8,-1.0404
noit_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
exclusiv,-2.2859,non-misogynistic,0,8,8,-1.0404
alexandr_garc,-2.2859,non-misogynistic,0,8,8,-1.0404
sotaqu_carioc,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
apen_val,-2.2859,non-misogynistic,0,8,8,-1.0404
destac,-2.2859,non-misogynistic,0,8,8,-1.0404
ganh_biscoit,-2.2859,non-misogynistic,0,8,8,-1.0404
fiz_vid,-2.2859,non-misogynistic,0,8,8,-1.0404
fei_kkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
stark,-2.2859,non-misogynistic,0,8,8,-1.0404
seman_pass,-2.2859,non-misogynistic,0,8,8,-1.0404
dia_com,-2.2859,non-misogynistic,0,8,8,-1.0404
consig_olh,-2.2859,non-misogynistic,0,8,8,-1.0404
tom_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
uno,-2.2859,non-misogynistic,0,8,8,-1.0404
bra,-2.2859,non-misogynistic,0,8,8,-1.0404
isa,-2.2859,non-misogynistic,0,8,8,-1.0404
zagu,-2.2859,non-misogynistic,0,8,8,-1.0404
porqu_aqu,-2.2859,non-misogynistic,0,8,8,-1.0404
ment_fei,-2.2859,non-misogynistic,0,8,8,-1.0404
dela,-2.2859,non-misogynistic,0,8,8,-1.0404
fod_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
curt_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_car,-2.2859,non-misogynistic,0,8,8,-1.0404
aind_cois,-2.2859,non-misogynistic,0,8,8,-1.0404
preguiç_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
mor_long,-2.2859,non-misogynistic,0,8,8,-1.0404
man_melhor,-2.2859,non-misogynistic,0,8,8,-1.0404
vsf_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_mand,-2.2859,non-misogynistic,0,8,8,-1.0404
gost_segund,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_kkkkkkkkkkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
cabel_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
delacruz,-2.2859,non-misogynistic,0,8,8,-1.0404
mal_aind,-2.2859,non-misogynistic,0,8,8,-1.0404
últ_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
sant_andré,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_olh,-2.2859,non-misogynistic,0,8,8,-1.0404
cois_sei,-2.2859,non-misogynistic,0,8,8,-1.0404
consagr,-2.2859,non-misogynistic,0,8,8,-1.0404
alérg,-2.2859,non-misogynistic,0,8,8,-1.0404
peg_jog,-2.2859,non-misogynistic,0,8,8,-1.0404
bom_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
tes_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
sobr_cois,-2.2859,non-misogynistic,0,8,8,-1.0404
maiones,-2.2859,non-misogynistic,0,8,8,-1.0404
nicol,-2.2859,non-misogynistic,0,8,8,-1.0404
gerson,-2.2859,non-misogynistic,0,8,8,-1.0404
med_pass,-2.2859,non-misogynistic,0,8,8,-1.0404
problem_dess,-2.2859,non-misogynistic,0,8,8,-1.0404
bucet_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
agoni,-2.2859,non-misogynistic,0,8,8,-1.0404
cadern,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_vir,-2.2859,non-misogynistic,0,8,8,-1.0404
daqu_ano,-2.2859,non-misogynistic,0,8,8,-1.0404
tim_grand,-2.2859,non-misogynistic,0,8,8,-1.0404
candidat_câm,-2.2859,non-misogynistic,0,8,8,-1.0404
car_mand,-2.2859,non-misogynistic,0,8,8,-1.0404
gramp,-2.2859,non-misogynistic,0,8,8,-1.0404
descubr_val,-2.2859,non-misogynistic,0,8,8,-1.0404
elétr,-2.2859,non-misogynistic,0,8,8,-1.0404
dvd,-2.2859,non-misogynistic,0,8,8,-1.0404
músic_boa,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_ódi,-2.2859,non-misogynistic,0,8,8,-1.0404
meninaa,-2.2859,non-misogynistic,0,8,8,-1.0404
fud_man,-2.2859,non-misogynistic,0,8,8,-1.0404
recl,-2.2859,non-misogynistic,0,8,8,-1.0404
branc_vid,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
outr_car,-2.2859,non-misogynistic,0,8,8,-1.0404
albert,-2.2859,non-misogynistic,0,8,8,-1.0404
omg,-2.2859,non-misogynistic,0,8,8,-1.0404
stf_pod,-2.2859,non-misogynistic,0,8,8,-1.0404
android,-2.2859,non-misogynistic,0,8,8,-1.0404
man_moral,-2.2859,non-misogynistic,0,8,8,-1.0404
gent_cheg,-2.2859,non-misogynistic,0,8,8,-1.0404
tão_fácil,-2.2859,non-misogynistic,0,8,8,-1.0404
pai_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
cria,-2.2859,non-misogynistic,0,8,8,-1.0404
cheg_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
cert_deu,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
hernan,-2.2859,non-misogynistic,0,8,8,-1.0404
prend_hack,-2.2859,non-misogynistic,0,8,8,-1.0404
qu_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
sobr_isl,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_pag,-2.2859,non-misogynistic,0,8,8,-1.0404
velh_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
levant_cam,-2.2859,non-misogynistic,0,8,8,-1.0404
pod_devolv,-2.2859,non-misogynistic,0,8,8,-1.0404
real_madrid,-2.2859,non-misogynistic,0,8,8,-1.0404
fal_pod,-2.2859,non-misogynistic,0,8,8,-1.0404
merd_quer,-2.2859,non-misogynistic,0,8,8,-1.0404
tbm_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
demaiss,-2.2859,non-misogynistic,0,8,8,-1.0404
mai_torc,-2.2859,non-misogynistic,0,8,8,-1.0404
vam_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
sent_fei,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_amig,-2.2859,non-misogynistic,0,8,8,-1.0404
car_cabel,-2.2859,non-misogynistic,0,8,8,-1.0404
desd_ced,-2.2859,non-misogynistic,0,8,8,-1.0404
guim,-2.2859,non-misogynistic,0,8,8,-1.0404
man_consegu,-2.2859,non-misogynistic,0,8,8,-1.0404
ter_jog,-2.2859,non-misogynistic,0,8,8,-1.0404
audác,-2.2859,non-misogynistic,0,8,8,-1.0404
vontad_chor,-2.2859,non-misogynistic,0,8,8,-1.0404
rim,-2.2859,non-misogynistic,0,8,8,-1.0404
qu_morr,-2.2859,non-misogynistic,0,8,8,-1.0404
put_porqu,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_pouc,-2.2859,non-misogynistic,0,8,8,-1.0404
tuít,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_paul,-2.2859,non-misogynistic,0,8,8,-1.0404
tie_break,-2.2859,non-misogynistic,0,8,8,-1.0404
couv,-2.2859,non-misogynistic,0,8,8,-1.0404
diss_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
put_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
caralhoo,-2.2859,non-misogynistic,0,8,8,-1.0404
nunc_cheg,-2.2859,non-misogynistic,0,8,8,-1.0404
vid_depend,-2.2859,non-misogynistic,0,8,8,-1.0404
tud_amo,-2.2859,non-misogynistic,0,8,8,-1.0404
falt_corag,-2.2859,non-misogynistic,0,8,8,-1.0404
agulh,-2.2859,non-misogynistic,0,8,8,-1.0404
fic_mei,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_absurd,-2.2859,non-misogynistic,0,8,8,-1.0404
fod_aqu,-2.2859,non-misogynistic,0,8,8,-1.0404
tud_dand,-2.2859,non-misogynistic,0,8,8,-1.0404
tud_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
ent_pesso,-2.2859,non-misogynistic,0,8,8,-1.0404
dia_sab,-2.2859,non-misogynistic,0,8,8,-1.0404
sei_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
meteor,-2.2859,non-misogynistic,0,8,8,-1.0404
fof_lind,-2.2859,non-misogynistic,0,8,8,-1.0404
kkkk_coit,-2.2859,non-misogynistic,0,8,8,-1.0404
demal_tom,-2.2859,non-misogynistic,0,8,8,-1.0404
tom_bem,-2.2859,non-misogynistic,0,8,8,-1.0404
inexplic,-2.2859,non-misogynistic,0,8,8,-1.0404
burocrac,-2.2859,non-misogynistic,0,8,8,-1.0404
cont_pro,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_fot,-2.2859,non-misogynistic,0,8,8,-1.0404
poi_quer,-2.2859,non-misogynistic,0,8,8,-1.0404
chanc_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
dms,-2.2859,non-misogynistic,0,8,8,-1.0404
kai,-2.2859,non-misogynistic,0,8,8,-1.0404
tav_siriric,-2.2859,non-misogynistic,0,8,8,-1.0404
scp,-2.2859,non-misogynistic,0,8,8,-1.0404
ter_empat,-2.2859,non-misogynistic,0,8,8,-1.0404
enquant_um,-2.2859,non-misogynistic,0,8,8,-1.0404
precis_ver,-2.2859,non-misogynistic,0,8,8,-1.0404
tir_conclus,-2.2859,non-misogynistic,0,8,8,-1.0404
jog_filh,-2.2859,non-misogynistic,0,8,8,-1.0404
pi_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_perd,-2.2859,non-misogynistic,0,8,8,-1.0404
justin_bieb,-2.2859,non-misogynistic,0,8,8,-1.0404
pai_mãe,-2.2859,non-misogynistic,0,8,8,-1.0404
fofur,-2.2859,non-misogynistic,0,8,8,-1.0404
pareç,-2.2859,non-misogynistic,0,8,8,-1.0404
alarm,-2.2859,non-misogynistic,0,8,8,-1.0404
pai_compr,-2.2859,non-misogynistic,0,8,8,-1.0404
louc_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
deprim,-2.2859,non-misogynistic,0,8,8,-1.0404
angel,-2.2859,non-misogynistic,0,8,8,-1.0404
assist_vôl,-2.2859,non-misogynistic,0,8,8,-1.0404
duzent,-2.2859,non-misogynistic,0,8,8,-1.0404
jog_demal,-2.2859,non-misogynistic,0,8,8,-1.0404
edg,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_brasil,-2.2859,non-misogynistic,0,8,8,-1.0404
par_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
cavi,-2.2859,non-misogynistic,0,8,8,-1.0404
brig_cmg,-2.2859,non-misogynistic,0,8,8,-1.0404
marlon,-2.2859,non-misogynistic,0,8,8,-1.0404
vi_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
aind_nasc,-2.2859,non-misogynistic,0,8,8,-1.0404
necessit,-2.2859,non-misogynistic,0,8,8,-1.0404
fav_prim,-2.2859,non-misogynistic,0,8,8,-1.0404
miau,-2.2859,non-misogynistic,0,8,8,-1.0404
excit,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
grand_abraç,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_olh,-2.2859,non-misogynistic,0,8,8,-1.0404
deu_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_prov,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_graç,-2.2859,non-misogynistic,0,8,8,-1.0404
nad_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
sab_algum,-2.2859,non-misogynistic,0,8,8,-1.0404
desc_cacet,-2.2859,non-misogynistic,0,8,8,-1.0404
pregu,-2.2859,non-misogynistic,0,8,8,-1.0404
prq,-2.2859,non-misogynistic,0,8,8,-1.0404
car_port,-2.2859,non-misogynistic,0,8,8,-1.0404
download,-2.2859,non-misogynistic,0,8,8,-1.0404
sanduích,-2.2859,non-misogynistic,0,8,8,-1.0404
post_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
vid_amo,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_amo,-2.2859,non-misogynistic,0,8,8,-1.0404
vou_tent,-2.2859,non-misogynistic,0,8,8,-1.0404
individ,-2.2859,non-misogynistic,0,8,8,-1.0404
com_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
lev_pau,-2.2859,non-misogynistic,0,8,8,-1.0404
pilh,-2.2859,non-misogynistic,0,8,8,-1.0404
fod_lind,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
decorr,-2.2859,non-misogynistic,0,8,8,-1.0404
sandr,-2.2859,non-misogynistic,0,8,8,-1.0404
lut_diár,-2.2859,non-misogynistic,0,8,8,-1.0404
luk,-2.2859,non-misogynistic,0,8,8,-1.0404
tom_uma,-2.2859,non-misogynistic,0,8,8,-1.0404
bem_deix,-2.2859,non-misogynistic,0,8,8,-1.0404
chopp,-2.2859,non-misogynistic,0,8,8,-1.0404
amo_víde,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_presid,-2.2859,non-misogynistic,0,8,8,-1.0404
vascaín,-2.2859,non-misogynistic,0,8,8,-1.0404
real_sei,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_ver,-2.2859,non-misogynistic,0,8,8,-1.0404
tod_cheg,-2.2859,non-misogynistic,0,8,8,-1.0404
silenc,-2.2859,non-misogynistic,0,8,8,-1.0404
sdv,-2.2859,non-misogynistic,0,8,8,-1.0404
boa_part,-2.2859,non-misogynistic,0,8,8,-1.0404
atravess,-2.2859,non-misogynistic,0,8,8,-1.0404
agon_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
perform,-2.2859,non-misogynistic,0,8,8,-1.0404
disciplin,-2.2859,non-misogynistic,0,8,8,-1.0404
peg_prai,-2.2859,non-misogynistic,0,8,8,-1.0404
ness_twitt,-2.2859,non-misogynistic,0,8,8,-1.0404
dire_exoner,-2.2859,non-misogynistic,0,8,8,-1.0404
exist_gent,-2.2859,non-misogynistic,0,8,8,-1.0404
amig_quer,-2.2859,non-misogynistic,0,8,8,-1.0404
coc_col,-2.2859,non-misogynistic,0,8,8,-1.0404
rinit,-2.2859,non-misogynistic,0,8,8,-1.0404
algum_país,-2.2859,non-misogynistic,0,8,8,-1.0404
assim_caus,-2.2859,non-misogynistic,0,8,8,-1.0404
jenni,-2.2859,non-misogynistic,0,8,8,-1.0404
poss_dorm,-2.2859,non-misogynistic,0,8,8,-1.0404
arrum_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
vim_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
sobr_refugi,-2.2859,non-misogynistic,0,8,8,-1.0404
chat_demal,-2.2859,non-misogynistic,0,8,8,-1.0404
put_dia,-2.2859,non-misogynistic,0,8,8,-1.0404
vin,-2.2859,non-misogynistic,0,8,8,-1.0404
tão_faz,-2.2859,non-misogynistic,0,8,8,-1.0404
acord_dor,-2.2859,non-misogynistic,0,8,8,-1.0404
regress,-2.2859,non-misogynistic,0,8,8,-1.0404
odi_sulist,-2.2859,non-misogynistic,0,8,8,-1.0404
dia_precis,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_test,-2.2859,non-misogynistic,0,8,8,-1.0404
adapt,-2.2859,non-misogynistic,0,8,8,-1.0404
cacet_man,-2.2859,non-misogynistic,0,8,8,-1.0404
pand,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_ont,-2.2859,non-misogynistic,0,8,8,-1.0404
dess_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
pod_acab,-2.2859,non-misogynistic,0,8,8,-1.0404
ent_sai,-2.2859,non-misogynistic,0,8,8,-1.0404
vez_faç,-2.2859,non-misogynistic,0,8,8,-1.0404
prpri,-2.2859,non-misogynistic,0,8,8,-1.0404
pilot,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_pens,-2.2859,non-misogynistic,0,8,8,-1.0404
th,-2.2859,non-misogynistic,0,8,8,-1.0404
estud_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
vou_esquec,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_fdp,-2.2859,non-misogynistic,0,8,8,-1.0404
vou_ped,-2.2859,non-misogynistic,0,8,8,-1.0404
li,-2.2859,non-misogynistic,0,8,8,-1.0404
loll,-2.2859,non-misogynistic,0,8,8,-1.0404
fot_bonit,-2.2859,non-misogynistic,0,8,8,-1.0404
peg_ônibu,-2.2859,non-misogynistic,0,8,8,-1.0404
kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
perigos,-2.2859,non-misogynistic,0,8,8,-1.0404
melhor_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
cril,-2.2859,non-misogynistic,0,8,8,-1.0404
romantiz,-2.2859,non-misogynistic,0,8,8,-1.0404
um_soc,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
picolé,-2.2859,non-misogynistic,0,8,8,-1.0404
put_nunc,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_odei,-2.2859,non-misogynistic,0,8,8,-1.0404
point,-2.2859,non-misogynistic,0,8,8,-1.0404
trist_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
quis_fiz,-2.2859,non-misogynistic,0,8,8,-1.0404
nunc_viu,-2.2859,non-misogynistic,0,8,8,-1.0404
pum,-2.2859,non-misogynistic,0,8,8,-1.0404
gótic,-2.2859,non-misogynistic,0,8,8,-1.0404
ach_alguém,-2.2859,non-misogynistic,0,8,8,-1.0404
miley,-2.2859,non-misogynistic,0,8,8,-1.0404
irrit_pqp,-2.2859,non-misogynistic,0,8,8,-1.0404
put_fri,-2.2859,non-misogynistic,0,8,8,-1.0404
vai_compr,-2.2859,non-misogynistic,0,8,8,-1.0404
complet_difer,-2.2859,non-misogynistic,0,8,8,-1.0404
cosp,-2.2859,non-misogynistic,0,8,8,-1.0404
mim_caralh,-2.2859,non-misogynistic,0,8,8,-1.0404
ufrj,-2.2859,non-misogynistic,0,8,8,-1.0404
fic_jog,-2.2859,non-misogynistic,0,8,8,-1.0404
ond_conhec,-2.2859,non-misogynistic,0,8,8,-1.0404
jamal_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
biólog,-2.2859,non-misogynistic,0,8,8,-1.0404
bang,-2.2859,non-misogynistic,0,8,8,-1.0404
bem_entend,-2.2859,non-misogynistic,0,8,8,-1.0404
ninj,-2.2859,non-misogynistic,0,8,8,-1.0404
roup_fri,-2.2859,non-misogynistic,0,8,8,-1.0404
maç,-2.2859,non-misogynistic,0,8,8,-1.0404
dess_put,-2.2859,non-misogynistic,0,8,8,-1.0404
tant_saudad,-2.2859,non-misogynistic,0,8,8,-1.0404
mulh_vid,-2.2859,non-misogynistic,0,8,8,-1.0404
tomanocu,-2.2859,non-misogynistic,0,8,8,-1.0404
real_ofic,-2.2859,non-misogynistic,0,8,8,-1.0404
pau_vai,-2.2859,non-misogynistic,0,8,8,-1.0404
trist_vid,-2.2859,non-misogynistic,0,8,8,-1.0404
falt_luz,-2.2859,non-misogynistic,0,8,8,-1.0404
rol_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
castel_branc,-2.2859,non-misogynistic,0,8,8,-1.0404
put_comig,-2.2859,non-misogynistic,0,8,8,-1.0404
faz_cmg,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_louc,-2.2859,non-misogynistic,0,8,8,-1.0404
caet,-2.2859,non-misogynistic,0,8,8,-1.0404
pqp_garot,-2.2859,non-misogynistic,0,8,8,-1.0404
faç_pra,-2.2859,non-misogynistic,0,8,8,-1.0404
merd_man,-2.2859,non-misogynistic,0,8,8,-1.0404
entend_tud,-2.2859,non-misogynistic,0,8,8,-1.0404
aqu_twitt,-2.2859,non-misogynistic,0,8,8,-1.0404
pra_pro,-2.2859,non-misogynistic,0,8,8,-1.0404
cirurg,-2.2859,non-misogynistic,0,8,8,-1.0404
plat,-2.2859,non-misogynistic,0,8,8,-1.0404
bem_merec,-2.2859,non-misogynistic,0,8,8,-1.0404
par_man,-2.2859,non-misogynistic,0,8,8,-1.0404
pud_ajud,-2.2859,non-misogynistic,0,8,8,-1.0404
voc_fic,-2.2859,non-misogynistic,0,8,8,-1.0404
perfeit_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
car_chat,-2.2859,non-misogynistic,0,8,8,-1.0404
bem_difer,-2.2859,non-misogynistic,0,8,8,-1.0404
ond_vou,-2.2859,non-misogynistic,0,8,8,-1.0404
tav_bom,-2.2859,non-misogynistic,0,8,8,-1.0404
brasil_tom,-2.2859,non-misogynistic,0,8,8,-1.0404
bglh_enfi,-2.2859,non-misogynistic,0,8,8,-1.0404
mal_poss,-2.2859,non-misogynistic,0,8,8,-1.0404
héter_fei,-2.2859,non-misogynistic,0,8,8,-1.0404
pi_merd,-2.2859,non-misogynistic,0,8,8,-1.0404
bing,-2.2859,non-misogynistic,0,8,8,-1.0404
insufici,-2.2859,non-misogynistic,0,8,8,-1.0404
boa_porr,-2.2859,non-misogynistic,0,8,8,-1.0404
vou_lav,-2.2859,non-misogynistic,0,8,8,-1.0404
acredit_niss,-2.2859,non-misogynistic,0,8,8,-1.0404
sóci,-2.2859,non-misogynistic,0,8,8,-1.0404
car_ach,-2.2859,non-misogynistic,0,8,8,-1.0404
mastig_engol,-2.2859,non-misogynistic,0,8,8,-1.0404
sempr_vem,-2.2859,non-misogynistic,0,8,8,-1.0404
desperdíci,-2.2859,non-misogynistic,0,8,8,-1.0404
porr_kkkkkkkk,-2.2859,non-misogynistic,0,8,8,-1.0404
quer_hoj,-2.2859,non-misogynistic,0,8,8,-1.0404
colabor,-2.2859,non-misogynistic,0,8,8,-1.0404
caralh_am,-2.2859,non-misogynistic,0,8,8,-1.0404
nada,-2.2859,non-misogynistic,0,8,8,-1.0404
put_demal,-2.2859,non-misogynistic,0,8,8,-1.0404
cas_car,-2.2859,non-misogynistic,0,8,8,-1.0404
tom_vei,-2.2859,non-misogynistic,0,8,8,-1.0404
abra,-2.2859,non-misogynistic,0,8,8,-1.0404
